l,omega,GBF,log10GBF,prob,alpha_re,alpha_im,beta_re,beta_im,x_end,r_end,rtol,success
2,3.000000000000e-01,7.001198917734e-05,-4.154827583018e+00,1.001716915063e+00,6.974614949619e+01,-9.705020641030e+01,1.965911464321e+01,1.178803861054e+02,9.999000000000e-01,1.000000000000e+04,1.000000000000e-07,True
